BiCluster Id, Row Type, Array of Rows, Column Type, Array of Columns
15692,date,"19 - 24 October, 2003,20 - 24 October,21 - 22 October,21 - 25 October,22 - 24 October,19 - 24 October,22 - 23 October,19 -21 October,20 - 23 October,",organization,"Moroccan Sands Hotel,Sahara Atlantic Hotel,Moroccan Oasis Hotel,"
15693,date,"1 November, 2003,5 March, 2004,1992,1 July, 2003,25 October,18 July, 2004,",organization,"NSA,RCMP,"
15694,date,"5 March, 2004,11 October, 2004,20 October, 2004,",organization,"FBI,Detroit Utilities Co.,RCMP,"
15695,date,"May, 2002,26 December, 2003,2 January, 2004,January of 2001,April of 2002,January, 2003,",organization,"FBI,God's Aryan Militia,ELN,"
15696,date,"20 November, 2003,1 November, 2003,12 September, 2003,3 November, 2003,July, 2001,10 October, 2003,2002,",organization,"Al Qaeda,Hamas,"
15697,date,"15 December, 2003,5 March, 2004,1997,23 October, 2003,25 October, 2003,15 May, 2004,20 May, 2004,1 October, 2003,",organization,"BailOut,Carolina First Bank,"
15698,date,"1998,1999,1996,1993,1993 - 1998,July 17, 1999,25 September, 2003,",organization,"MI 5,Freeport Star Hotel,"
15699,date,"2 January, 2004,1990,1993,2001,3 November, 2003,27 November, 2003,1970,1965,",organization,"FBI,University of Missouri,Rutgers University,American University in Beirut,Western Union,"
15700,date,"2001,3 November, 2003,",organization,"FBI,Al Qaeda,University of Missouri,Rutgers University,American University in Beirut,Western Union,"
15701,date,"1990,1993,",organization,"FBI,Vector,University of Missouri,Rutgers University,American University in Beirut,Western Union,"
15702,date,"1997,1994,1999,21 January, 2002,June 20 to July 2, 2000,",organization,"FBI,Taliban,"
15703,date,"1997,1994,1999,October 1967,3 February, 04,",organization,"Al Qaeda,Taliban,"
15704,date,"1999,2001,17 September, 2004,",organization,"Al Qaeda,American Islamic Scholarship Fund,"
15705,date,"1999,2001,",organization,"FBI,Al Qaeda,American Islamic Scholarship Fund,"
15706,date,"1 September,25 September,12 July, 2004,3 August, 2004,11 August, 2004,",organization,"FBI,USCBP,"
15707,date,"15 December, 2003,5 March, 2004,1997,23 October, 2003,25 October, 2003,15 May, 2004,20 May, 2004,",organization,"FBI,DIA,BailOut,Carolina First Bank,Detroit police,"
15708,date,"5 March, 2004,1997,",organization,"FBI,DIA,BailOut,Carolina First Bank,Detroit police,Detroit Utilities Co.,"
15709,date,"1998,1999,1996,1993,1993 - 1998,July 17, 1999,",organization,"MI 5,Freeport Star Hotel,Seashore Hotel,"
15710,date,"1999,1996,1993,",organization,"FBI,MI 5,Freeport Star Hotel,Seashore Hotel,"
15711,date,"1998,1999,",organization,"MI 5,Al Qaeda,Freeport Star Hotel,Seashore Hotel,"
15712,date,"1997,1994,1999,1996,8, March, 2004,April of 2000,January, 2001,",organization,"FBI,Detroit Utilities Co.,University of Michigan at Ann Arbor,"
15713,date,"1997,1994,1999,",organization,"FBI,Al Qaeda,Detroit Utilities Co.,University of Michigan at Ann Arbor,Taliban,"
15714,date,"1999,1996,",organization,"FBI,MI 5,Detroit Utilities Co.,University of Michigan at Ann Arbor,Freeport Star Hotel,Seashore Hotel,"
15715,date,"2 January, 2003,2001,2002,12 January 2003,22 September 2002,July, 2000,",organization,"Al Qaeda,Farooq training camp,"
15716,date,"13 December, 2004,20 September, 2004,21 November, 2004,19 December, 2004,",organization,"FBI,Royal Norwegian Lines,Sea Aire Lines,Majestic Lines,"
15717,date,"12 December, 2002,2000-2001,March 2002,26 November, 2002,1999-2000,23 October, 2000,",organization,"Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,"
15718,date,"1998,1994,1964,1999 - 2000,March of 2000,June of 2000,",organization,"MI 6,Al Qaeda,Baker St. mosque,Gulf Shores Bank,Middle Eastern Charities,"
15719,date,"5 March, 2004,1992,1 July, 2003,25 October,18 July, 2004,",organization,"NSA,RCMP,Canada Eastern Airlines,"
15720,date,"5 March, 2004,1 July, 2003,25 October,18 July, 2004,",organization,"NSA,DIA,RCMP,Canada Eastern Airlines,"
15721,date,"May, 2002,15 May, 2003,March 10, 2003,",organization,"Pakistani Intelligence,Al Qaeda,"
15722,date,"25 September,23 October, 2003,16 May, 2003,",organization,"Holland Orange Shipping Lines,FBI,"
15723,date,"20 November, 2003,1 November, 2003,12 September, 2003,3 November, 2003,July, 2001,10 October, 2003,",organization,"Al Qaeda,AOL,University of Missouri,Hamas,Central Farmers Auto Insurance Co.,Mid States Insurance Company,Columbia First State Bank,Mid States,Central Farmers,"
15724,date,"20 November, 2003,3 November, 2003,",organization,"FBI,Al Qaeda,AOL,University of Missouri,Hamas,Central Farmers Auto Insurance Co.,Mid States Insurance Company,Columbia First State Bank,Mid States,Central Farmers,"
15725,date,"1 November, 2003,12 September, 2003,",organization,"NSA,Al Qaeda,AOL,University of Missouri,Hamas,Central Farmers Auto Insurance Co.,Mid States Insurance Company,Columbia First State Bank,Mid States,Central Farmers,"
15726,date,"1999,16 May, 2003,July 18, 1999,28 September, 2003,",organization,"FBI,MI 5,Islamic Jihad,USCIS,"
15727,date,"1999,16 May, 2003,",organization,"FBI,MI 5,Al Qaeda,Islamic Jihad,USCIS,"
15728,date,"2001,2002,22 September 2002,July, 2000,",organization,"Al Qaeda,Farooq training camp,Spin Shaga camp,University of Cairo,"
15729,date,"1986,1992,1993,1950,",organization,"Vector,Moscow State University,"
15730,date,"1986,1992,",organization,"NSA,Vector,Moscow State University,"
15731,date,"2000,1 November, 2003,February of 2001,4 March, 1970,",organization,"NSA,AutoFleet taxi company,"
15732,date,"2000,1 November, 2003,",organization,"NSA,AutoFleet taxi company,Al Qaeda,"
15733,date,"23 October, 2003,1 July, 2003,",organization,"DIA,Hezbollah,"
15734,date,"2 April, 2003,1 April, 2003,17 April, 2003,6 April, 2003,",organization,"Surete' de l'Etat,Canadauto Car Rental Agency,"
15735,date,"12 March, 2003,April, 2000,16 June, 2003,18 September, 2004,",organization,"God's Aryan Militia,TexEast Petroleum Co.,"
15736,date,"12 March, 2003,April, 2000,16 June, 2003,",organization,"FBI,God's Aryan Militia,Al Qaeda,TexEast Petroleum Co.,"
15737,date,"5 September, 2004,17 September, 2004,13 February, 2004,1 October, 2004,",organization,"Al Qaeda,Pakistani intelligence,police HQ,"
15738,date,"2 April, 2003,1 April, 2003,Fall of 2001,1997 - 2000,",organization,"Al Qaeda,Surete' de l'Etat,Amercan Embassy in Paris,Al Badr II training camp,"
15739,date,"2 April, 2003,1 April, 2003,",organization,"Al Qaeda,Surete' de l'Etat,Amercan Embassy in Paris,Al Badr II training camp,Canadauto Car Rental Agency,"
15740,date,"1994,21 January, 2002,June 20 to July 2, 2000,",organization,"FBI,Taliban,Baltimore City College,Islamic Circle of North America,ICNA,"
15741,date,"2000,1 February, 2004,December, 2003,",organization,"Al Qaeda,Omar training camp,"
15742,date,"2 October, 2003,27 September, 2003,27 April,",organization,"Drexel Car Rental Agency,Central States Airline,"
15743,date,"1 September,25 September,12 July, 2004,",organization,"FBI,USCBP,Belgian intelligence,militant Islamic groups,"
15744,date,"1998,15 September, 2003,1967,",organization,"MI 6,NSA,Saudi Intelligence,"
15745,date,"1986,12 September, 2003,1990,",organization,"NSA,Vector,Cuban government,"
15746,date,"12 September, 2003,1990,",organization,"NSA,Vector,Cuban government,University of Missouri,"
15747,date,"2 - 5 December, 2003,22 - 24 December, 2003,13 - 18 January, 2004,",organization,"Overseas Exports Inc.,Catalan Hotel,Luxor Hotel,Hotel de St. Marie,"
15748,date,"2 January, 2003,2001,12 January 2003,",organization,"Al Qaeda,Farooq training camp,Farooq training facility,Pakistani police,"
15749,date,"1992,1 July, 2003,",organization,"NSA,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,"
15750,date,"1999 - 2001,February of 2000,",organization,"FBI,DIA,Al Khuldan camp,"
15751,date,"23 October, 2003,1 October, 2003,",organization,"BailOut,Carolina First Bank,Hezbollah,Southern Trailways,First Emirate Bank,"
15752,date,"16 May, 2003,18 June, 2003,",organization,"Holland Orange Shipping Lines,Al Qaeda,Moroccan police,"
15753,date,"28 November, 2004,January,",organization,"Central Russia Airlines,Cuban Government,"
15754,date,"1991,3 March, 2003,",organization,"ELN,Cuban military,National Liberation Army,"
15755,date,"1992,23 January, 2003,",organization,"FARC,Cuban intelligence services,"
15756,date,"15 July,1 August, 2003,",organization,"AOL,Oasis Internet Cafe,"
15757,date,"5 March,1969,",organization,"FBI,DIA,Detroit Utilities Co.,Westfields High School,"
15758,date,"3 August, 2004,2 August, 2004,",organization,"USCBP,Longhorn Motel,USCPB,"
15759,date,"1999,2001,1991,13 December, 2004,20 September, 2004,21 November, 2004,19 December, 2004,14 November, 2004,12 December, 2004,18 December, 2004,21 September, 2004,7 November, 2004,17 December, 2004,17 September, 2004,14 September, 2004,29 October, 2004,",person,"Wali Shakur,Mounir Mzoudi,Hamza al Midhar,Mamoun Zammar,"
15760,date,"20 November, 2003,1 November, 2003,2 January, 2004,12 September, 2003,1990,1993,2001,3 November, 2003,27 November, 2003,1970,1965,July, 2001,10 October, 2003,",person,"Wali Shakur,Ahmed Doha,Abu Ayyash,Doha,Ayyash,"
15761,date,"1 September,25 September,12 July, 2004,20 August to 18 September, 2004,1994,1999,2001,21 January, 2002,June 20 to July 2, 2000,1991,17 September, 2004,14 September, 2004,29 October, 2004,",person,"Adnan Hijazi,Hijazi,"
15762,date,"1994,1999,2001,21 January, 2002,June 20 to July 2, 2000,1991,17 September, 2004,14 September, 2004,29 October, 2004,",person,"Adnan Hijazi,Hijazi,Mounir Mzoudi,"
15763,date,"1999,2001,1991,13 December, 2004,20 September, 2004,21 November, 2004,19 December, 2004,15 November, 2004,29 November, 2004,17 September, 2004,14 September, 2004,29 October, 2004,",person,"Muhammed Dandani,Said Khadr,"
15764,date,"1999,2001,1991,13 December, 2004,20 September, 2004,21 November, 2004,19 December, 2004,17 September, 2004,14 September, 2004,29 October, 2004,",person,"Muhammed Dandani,Wali Shakur,Mounir Mzoudi,Hamza al Midhar,Mamoun Zammar,Said Khadr,"
15765,date,"4 February, 2004,5 February,7 February,1998,1999,1996,1993,1993 - 1998,July 17, 1999,15 December, 2004,1 December, 2004,",person,"Omar Hanif,Hanif,"
15766,date,"2 October, 2003,2 April, 2003,1 April, 2003,Fall of 2001,1997 - 2000,27 September, 2003,27 April,17 April, 2003,6 April, 2003,",person,"Abu Hafs,Mehdi Rafiki,"
15767,date,"5 March, 2004,1997,1994,1999,1996,8, March, 2004,April of 2000,January, 2001,27 October, 2004,11 October, 2004,20 October, 2004,",person,"Abdul al Nami,al Nami,"
15768,date,"1994,1999,",person,"Adnan Hijazi,Hijazi,Abdul al Nami,al Nami,Mounir Mzoudi,"
15769,date,"15 December, 2003,5 March, 2004,1997,23 October, 2003,25 October, 2003,15 May, 2004,20 May, 2004,11 October, 2004,20 October, 2004,",person,"Rifai Qasim,Abdul al Nami,"
15770,date,"5 March, 2004,1997,11 October, 2004,20 October, 2004,",person,"Rifai Qasim,Abdul al Nami,al Nami,"
15771,date,"May, 2002,2001,15 May, 2003,March 10, 2003,2002,22 September 2002,July, 2000,",person,"Yasir Salman,Badawi,"
15772,date,"5 March, 2004,1992,1 July, 2003,27 October, 2004,25 October,18 July, 2004,11 October, 2004,20 October, 2004,",person,"Satam Derwish,Derwish,Ronald,"
15773,date,"19 - 24 October, 2003,20 - 24 October,21 - 22 October,21 - 25 October,22 - 24 October,19 - 24 October,22 - 23 October,19 -21 October,20 - 23 October,",person,"Yasir Salman,Ali Talib,Abu Adil,Omar al Banna,Nadia Mahfouz,Ali Mishal,Abdel Noufal,Ahmad Miner,Jamat Syeed,Shukri Azzam,Nidal Awad,"
15774,date,"20 December, 2003,25 December, 2003,",person,"Omar Hanif,Saeed Hasham,"
15775,date,"15 December, 2003,5 March, 2004,1997,23 October, 2003,25 October, 2003,15 May, 2004,20 May, 2004,1 October, 2003,",person,"Rifai Qasim,Omar Blakely,Muhammed Mustafa,Blakely,"
15776,date,"5 March, 2004,1 July, 2003,27 October, 2004,25 October,18 July, 2004,11 October, 2004,20 October, 2004,",person,"Abdul al Nami,Satam Derwish,Derwish,Ronald,Satam,"
15777,date,"5 March, 2004,27 October, 2004,11 October, 2004,20 October, 2004,",person,"Abdul al Nami,al Nami,Satam Derwish,Derwish,Ronald,Satam,"
15778,date,"5 March, 2004,11 October, 2004,20 October, 2004,",person,"Rifai Qasim,Abdul al Nami,al Nami,Satam Derwish,Derwish,Ronald,Satam,"
15779,date,"2 April, 2003,1 April, 2003,Fall of 2001,1997 - 2000,17 April, 2003,6 April, 2003,",person,"Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,"
15780,date,"1986,12 September, 2003,1990,1992,1993,2002,1950,",person,"Bugarov,Boris Bugarov,"
15781,date,"12 September, 2003,1990,1993,",person,"Bugarov,Boris Bugarov,Wali Shakur,Ahmed Doha,Abu Ayyash,Doha,Ayyash,"
15782,date,"2 January, 2004,1990,1993,2001,3 November, 2003,27 November, 2003,1970,1965,",person,"Wali Shakur,Ahmed Doha,Abu Ayyash,Doha,Ayyash,Shakur,"
15783,date,"1990,1993,",person,"Bugarov,Boris Bugarov,Wali Shakur,Ahmed Doha,Abu Ayyash,Doha,Ayyash,Shakur,"
15784,date,"May, 2002,15 May, 2003,March 10, 2003,",person,"Yasir Salman,Badawi,Safrygin,"
15785,date,"1 September,2 November, 2004,1 September, 2004,15 September, 2004,",person,"Pyotr Safrygin,Safrygin,"
15786,date,"1 November, 2003,1999,",person,"Wali Shakur,Abdul Ahmed Nasser,"
15787,date,"1997,1999,",person,"Abdul al Nami,al Nami,Abdul Ahmed Nasser,"
15788,date,"1998,5 September, 2003,March,1 December, 2004,",person,"Omar Hanif,Muslih Odeh,"
15789,date,"1998,1 December, 2004,",person,"Omar Hanif,Hanif,Muslih Odeh,"
15790,date,"1997,1 July, 2003,16 February, 2004,1995,",person,"Abdul al Nami,R. Derwish,"
15791,date,"2/22/2003,1 May, 2004,1992 - 1993,November 21st,28 September, 2004,",person,"Jose Escalante,Carlos Morales,Arze,"
15792,date,"20 November, 2003,May, 2002,26 December, 2003,2 January, 2004,January of 2001,April of 2002,January, 2003,",person,"Billy Jack Hawkins,Slade Goodman,"
15793,date,"20 November, 2003,2 January, 2004,",person,"Billy Jack Hawkins,Slade Goodman,Wali Shakur,Ahmed Doha,Abu Ayyash,Doha,Ayyash,"
15794,date,"May, 2002,26 December, 2003,2 January, 2004,January of 2001,April of 2002,January, 2003,",person,"Billy Jack Hawkins,Slade Goodman,Saeed al Nami,Riyad al Taifi,"
15795,date,"15 December, 2003,5 March, 2004,1997,23 October, 2003,25 October, 2003,15 May, 2004,20 May, 2004,",person,"Rifai Qasim,Abdul al Nami,Omar Blakely,Muhammed Mustafa,Blakely,Howard Clark,Qasim,Rifai,Clark,"
15796,date,"12 December, 2002,2000-2001,March 2002,26 November, 2002,1999-2000,23 October, 2000,",person,"Raeed Beandali,David Loiseau,Fahd Khadr,"
15797,date,"1998,1994,1964,1999 - 2000,March of 2000,June of 2000,",person,"Imad Dahdah,Dahdah,"
15798,date,"15 July,1 August, 2003,1 July, 2003,",person,"Abdul,R. Derwish,"
15799,date,"1999,2001,1991,17 September, 2004,14 September, 2004,29 October, 2004,",person,"Adnan Hijazi,Hijazi,Muhammed Dandani,Wali Shakur,Mounir Mzoudi,Hamza al Midhar,Mamoun Zammar,Said Khadr,HIjazi,Abdul Karim,Karim,"
15800,date,"1 November, 2003,1994,21 January, 2002,June 20 to July 2, 2000,2002,10 August, 2001,",person,"J. T.,A. H.,M. M.,"
15801,date,"1998,1999,1996,1993,1993 - 1998,July 17, 1999,",person,"Omar Hanif,Hanif,Jamal al Quso,Omar Mahmoud Othman,Othman,"
15802,date,"1999,1993,",person,"Omar Hanif,Hanif,Wali Shakur,Jamal al Quso,Omar Mahmoud Othman,Othman,"
15803,date,"1999,1996,",person,"Omar Hanif,Hanif,Abdul al Nami,al Nami,Jamal al Quso,Omar Mahmoud Othman,Othman,"
15804,date,"20 November, 2003,1 November, 2003,12 September, 2003,3 November, 2003,July, 2001,10 October, 2003,",person,"Wali Shakur,Ahmed Doha,Abu Ayyash,Doha,Ayyash,wshakur,"
15805,date,"13 December, 2004,20 September, 2004,21 November, 2004,19 December, 2004,15 November, 2004,29 November, 2004,",person,"Muhammed Dandani,Dandani,Said Khadr,Khadr,"
15806,date,"13 December, 2004,20 September, 2004,21 November, 2004,19 December, 2004,",person,"Muhammed Dandani,Dandani,Wali Shakur,Mounir Mzoudi,Hamza al Midhar,Mamoun Zammar,Said Khadr,Khadr,"
15807,date,"2000,1 November, 2003,February of 2001,4 March, 1970,November 21st,",person,"Morales,Carlos Morales,"
15808,date,"20 November, 2003,12 March, 2003,April, 2000,16 June, 2003,18 September, 2004,",person,"Khalid Shamrani,Shamrani,"
15809,date,"20 June, 2003,1990s,1974,23 June, 2003,29 June, 2003,",person,"Riduan Sungkar,Omar Evertts,"
15810,date,"1991,3 March, 2003,2/22/2003,1 May, 2004,1992 - 1993,",person,"Jose Escalante,Escalante,"
15811,date,"5 March, 2004,1997,16 February, 2004,1995,27 October, 2004,",person,"Abdul al Nami,Khaled Jehani,"
15812,date,"5 March, 2004,1997,27 October, 2004,",person,"Abdul al Nami,al Nami,Khaled Jehani,"
15813,date,"5 March, 2004,27 October, 2004,",person,"Abdul al Nami,al Nami,Satam Derwish,Derwish,Ronald,Khaled Jehani,Satam,"
15814,date,"5 March, 2004,1997,",person,"Rifai Qasim,Abdul al Nami,Omar Blakely,Muhammed Mustafa,Blakely,Howard Clark,Qasim,Rifai,Clark,al Nami,Khaled Jehani,"
15815,date,"1992,23 January, 2003,2/22/2003,1 May, 2004,1992 - 1993,",person,"Arze,Cesar Arze,"
15816,date,"2/22/2003,1 May, 2004,1992 - 1993,",person,"Jose Escalante,Carlos Morales,Escalante,Arze,Cesar Arze,"
15817,date,"23 October, 2003,19 October, 2003,22 October, 2003,21 October, 2003,18 October, 2003,",person,"Jose Escalante,Carlos Araneda,B. Bugarov,Arnoldo Ramirez,"
15818,date,"2 April, 2003,1 April, 2003,17 April, 2003,6 April, 2003,",person,"Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Patrick O'Malley,Patrick O'alley,O'alley,"
15819,date,"20 June, 2003,1990s,1974,23 June, 2003,",person,"Riduan Sungkar,Omar Evertts,A. Somad,Y. Bafaba,Sungkar,"
15820,date,"12 December, 2002,15 Feb. 2003,10 February, 2004,16 March, 2004,",person,"Raeed Beandali,Reginald Cooper,Ralph Bean,Mahmud al-Dahab,Cooper,al Dahab,"
15821,date,"5 March, 2004,1 July, 2003,25 October,18 July, 2004,",person,"Abdul al Nami,Abdul,Satam Derwish,Derwish,Ronald,Satam,Ali,"
15822,date,"3 August, 2004,11 August, 2004,1999 - 2001,February of 2000,",person,"Abdul Nasser,Ali al-Omari,"
15823,date,"1999 - 2001,February of 2000,",person,"Abdul Nasser,Ali al-Omari,Abdul Ahmed Nasser,"
15824,date,"2 April, 2003,1 April, 2003,Fall of 2001,1997 - 2000,",person,"Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,"
15825,date,"2 April, 2003,1 April, 2003,",person,"Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,Patrick O'Malley,Patrick O'alley,O'alley,"
15826,date,"1999,16 May, 2003,July 18, 1999,28 September, 2003,",person,"Jamal al Quso,Murad,Abdul Murad,Khalid S.,Quso,Jamal,"
15827,date,"2001,2002,22 September 2002,July, 2000,",person,"Saeed Hasham,Yasir Salman,Badawi,Hamid Qatada,Khalid Taha,Osama bin Laden,"
15828,date,"1997,29 June, 2003,16 February, 2004,1995,",person,"Abu Somad,Yazid Bafaba,"
15829,date,"1997,16 February, 2004,1995,",person,"Abdul al Nami,R. Derwish,Abu Somad,Yazid Bafaba,Khaled Jehani,"
15830,date,"5 September, 2004,17 September, 2004,13 February, 2004,1 October, 2004,",person,"Abdul Jabarah,Fahd Jehani,Ramzi al Shibh,S. H.,Moataz,"
15831,date,"1986,12 September, 2003,1990,",person,"Bugarov,Boris Bugarov,Pyotr Safrygin,Yury Kalinin,"
15832,date,"12 September, 2003,1990,",person,"Bugarov,Boris Bugarov,Pyotr Safrygin,Yury Kalinin,Wali Shakur,Ahmed Doha,Abu Ayyash,Doha,Ayyash,"
15833,date,"1994,21 January, 2002,June 20 to July 2, 2000,",person,"Adnan Hijazi,Hijazi,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,"
15834,date,"2 October, 2003,27 September, 2003,27 April,",person,"Abu Hafs,Mehdi Rafiki,Rafiki,"
15835,date,"1 November, 2003,2002,10 August, 2001,",person,"J. T.,A. H.,M. M.,Mousa Salah,Shadi abu Hoshar,April Stevens,Salah,Stevens,"
15836,date,"2 January, 2003,2001,12 January 2003,",person,"Badawi,Mamdouh al Hazmi,Mohamed al Omari,Hasham,Omari,"
15837,date,"2000,1 February, 2004,December, 2003,",person,"Saeed Hasham,Kamal Abdullah,Ali Sittah,Talat Rushdi,Abdullah,"
15838,date,"1 September,25 September,12 July, 2004,",person,"Adnan Hijazi,Hijazi,Pieter Dopple,Ramundo Ortiz,Ortiz,Dopple,"
15839,date,"16 May, 2003,18 June, 2003,5 October, 2004,",person,"Abdellah Atmani,Atmani,"
15840,date,"November 21st,28 September, 2004,",person,"Sufaat,Jose Escalante,Carlos Morales,Arze,Carlos,"
15841,date,"15 July,1 August, 2003,",person,"Abdul,R. Derwish,rder3,"
15842,date,"1992,1 July, 2003,",person,"R. Derwish,Satam Derwish,Derwish,Ronald,Ronald Derwish,"
15843,date,"16 May, 2003,18 June, 2003,",person,"Abdellah Atmani,Atmani,Mohamed Essabar,A. Atmani,Essabar,"
15844,date,"23 October, 2003,1 October, 2003,",person,"Rifai Qasim,Omar Blakely,Muhammed Mustafa,Blakely,Mustafa,"
15845,date,"1992,23 January, 2003,",person,"Arze,Cesar Arze,Hector Lopez,Lopez,"
15846,date,"1 December, 2004,25 September, 2003,",person,"Muslih Odeh,Odeh,"
15847,date,"28 November, 2004,January,",person,"Pyotr,Boris,"
15848,date,"3 August, 2004,2 August, 2004,",person,"Mike Sanders,Sanders,"
15849,date,"11 October, 2004,20 October, 2004,",person,"Rifai Qasim,Abdul al Nami,Raeed Beandali,al Nami,Satam Derwish,Derwish,Ronald,Satam,Ralph bean,"
15850,organization,"Al Qaeda,AOL,University of Missouri,Hamas,Central Farmers Auto Insurance Co.,Mid States Insurance Company,Columbia First State Bank,Mid States,Central Farmers,",money,"4,000,$11,000,"
15851,organization,"FBI,University of Missouri,Rutgers University,American University in Beirut,Western Union,",money,"$8,000,4,000,$4,000,"
15852,organization,"BailOut,Carolina First Bank,Hezbollah,Southern Trailways,First Emirate Bank,",money,"$3000,$2,000,"
15853,organization,"BailOut,Carolina First Bank,",money,"$10,000,$3000,$2,000,"
15854,organization,"FBI,USPS,",money,"$250.00,$47,000,"
15855,organization,"FBI,NSA,DIA,Detroit Utilities Co.,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,",person,"Satam Derwish,Derwish,Ronald,"
15856,organization,"FBI,Al Qaeda,AOL,University of Missouri,Rutgers University,American University in Beirut,Western Union,Hamas,Central Farmers Auto Insurance Co.,Mid States Insurance Company,Columbia First State Bank,Mid States,Central Farmers,",person,"Wali Shakur,Ahmed Doha,Abu Ayyash,Doha,Ayyash,"
15857,organization,"FBI,DIA,BailOut,Carolina First Bank,Detroit police,Detroit Utilities Co.,RCMP,",person,"Rifai Qasim,Abdul al Nami,"
15858,organization,"FBI,DIA,Detroit Utilities Co.,RCMP,Hezbollah,",person,"Rifai Qasim,Satam Derwish,Derwish,Ronald,"
15859,organization,"FBI,USCBP,Belgian intelligence,militant Islamic groups,Jersey National Bank,Taliban,Baltimore City College,Islamic Circle of North America,ICNA,American Islamic Scholarship Fund,",person,"Adnan Hijazi,Hijazi,"
